sentence,roi,notoriete,obligation,source,sub_category
"In addition to its regular and ad hoc destinations across the  country, the operation temporarily operated two additional   destinations served under the EU HAF operation from August to October 2023.",0,0,0,UNHAS,
Notre équipe s'engage à rester informée des évolutions légales et réglementaires dans le domaine de la protection des infrastructures afin d'adapter en permanence nos produits et solutions aux exigences en vigueur,0,0,1,Synthetic,Protection_des_infrastructures
Nous avons intégré des fonctionnalités de pseudonymisation des données ce qui permet de respecter les principes de minimisation des données et de protection de la vie privée énoncés dans les lois sur la confidentialité,0,0,1,Synthetic,Protection_de_la_confidentialité
En investissant dans des panneaux solaires notre entreprise a considérablement réduit ses coûts d'énergie ce qui a eu un impact positif sur notre retour sur investissement,1,0,0,Synthetic,Dimunition_d'investissement
"The number of people in need of humanitarian assistance increased from 2.3 million in 2018 to 4.5 million in 2023 and is projected to be 4.6 million in 202414, a level that has never been reached in previous Humanitarian Needs Overviews.",0,0,0,UNHAS,
The goods are usually dropped with parachutes to slow down the descent as much as possible.,0,0,0,UNHAS,
IMF International Monetary Fund INGC Mozambique National Institute of   Disaster Management,0,0,0,UNHAS,
things you may not know about UNHAS .,0,0,0,UNHAS,
It remains fundamental to recognize UNHAS's value and its contribution to global humanitarian and recovery operations in both sudden-onset emergencies and protracted crises.,1,1,0,UNHAS,
Most cancellations were recorded between 14 October and 30 December when the Damascus International Airport was out of service and operations were completely on hold.,0,0,0,UNHAS,
This required additional monitoring and measures applied for each flight to ensure the AVSEC risk level is as low as reasonably practicable (ALARP) when conducting flight operations.,0,0,1,UNHAS,
Sudan 5.1M Nigeria 4.5M Afghanistan 3.5M Burkina Faso 3.5M Mozambique 2.4M South Sudan 0.7M,0,0,0,UNHAS,
En offrant des outils de suivi et de gestion du bienêtre physique notre solution peut encourager les résidents à adopter un mode de vie sain et actif,0,1,0,Synthetic,Bienveillance
En utilisant notre solution les résidents peuvent découvrir des marchés locaux des boutiques d'artisanat et d'autres lieux de vente pour soutenir l'économie locale et trouver des produits uniques,0,1,0,Synthetic,Lieu_de_sortie
"This improvement addresses the specific needs of these vulnerable groups, ensuring their safe and efficient transportation.",1,1,1,UNHAS,
En utilisant des appareils électroménagers économes en énergie dans nos cuisines notre restaurant a réduit sa consommation électrique de 15 % ce qui a permis un retour sur investissement en moins de 9 mois,1,0,0,Synthetic,économie_d'energie
Date | Brochure title UNHAS | 2021 Overview destinations reached (3 regular),0,0,0,UNHAS,
"The day after the bad weather hit the east coast of the island, WFP  distributed 53,000+ hot meals to 19,500 displaced people.",0,1,1,UNHAS,
Grâce à notre système de réservation de restaurants les résidents peuvent facilement changer leurs plans et trouver des options de repas flexibles qui correspondent à leurs horaires chargés,0,1,0,Synthetic,Flexibilité
Un fournisseur de services de cloud computing a pu accroître sa capacité de stockage de données lui permettant ainsi de servir plus de clients et d'augmenter sa part de marché,1,0,0,Synthetic,Capacité_accrue
"Specialized support and guidance have been provided for capacity-building and development including of WFP staff, Civil Aviation Authorities, central/regional/ local authorities, and other stakeholders.",1,0,0,UNHAS,
These efforts especially geared towards national entities will empower them to assume greater responsibility for aviation  services thereby paving the way for a smooth implementation of the exit strategy.,1,0,0,UNHAS,
Is UNHAS like an airline,0,0,0,UNHAS,
Grâce à notre produit les citoyens pourront découvrir et participer à des initiatives locales des projets artistiques et des activités sportives qui enrichiront leur expérience de la vie communautaire,0,1,0,Synthetic,Visibilité
"The security situation in Northwest and Southwest regions remains very volatile, disrupting the normal livelihood and production activities and resulting in the displacement of more than 500,000 people.",0,0,1,UNHAS,
Toutes nos solutions sont régulièrement mises à jour pour refléter les évolutions légales et réglementaires liées à la Décision gouvernementale offrant ainsi à nos clients une protection maximale contre tout risque de nonconformité,0,0,1,Synthetic,Décision_gouvernemental
En favorisant les interactions sociales et en créant des opportunités de connexion entre les résidents notre solution renforce les liens communautaires et crée un sentiment de solidarité améliorant ainsi le bienêtre social,0,1,0,Synthetic,Sentiment_de_bien_être
Its capacity is up   to 13 passengers.,0,0,0,UNHAS,
Avec notre solution les citoyens locaux pourront participer à des événements communautaires qui mettent en valeur leurs talents et leurs réalisations ce qui renforcera leur sentiment de reconnaissance et d'appartenance,0,1,0,Synthetic,être_reconnu
UAE United Arab Emirates UAS Unmanned aircraft system UN United Nations,0,0,0,UNHAS,
UNHAS | Annual Review 2023 46 Date | Brochure title,0,0,0,UNHAS,
Grâce à cette solution notre temps de traitement des commandes a diminué de moitié ce qui nous permet de gérer un plus grand volume de ventes sans embaucher de personnel supplémentaire,1,0,0,Synthetic,Augmentation_de_performance
Nous avons mis en place des procédures conformes aux réglementations en matière de gouvernance d'entreprise pour vous aider à respecter les normes de transparence et d'intégrité,0,0,1,Synthetic,Respect_de_l'éthique_au_sens_légal
UNHAS | Annual Review 2023 32 Date | Brochure title,0,0,0,UNHAS,
Grâce à nos solutions vous pourrez garantir le respect des droits des consommateurs et des obligations légales en matière de satisfaction client réduisant ainsi les risques de litiges ou de plaintes,0,0,1,Synthetic,Obligation_réglementaire
Nos produits et solutions intègrent des fonctionnalités avancées de détection et de prévention des risques de sécurité garantissant ainsi une conformité avec les normes et réglementations en vigueur,0,0,1,Synthetic,Mesure_et_gestion_des_risques_au_sens_de_la_sécurité
Date | Brochure title,0,0,0,UNHAS,
"By amalgamating schedules,    passengers utilizing EUHAF gained the convenience of seamless connections onto UNHAS flights and vice versa, facilitating same-day travel     opportunities.",1,1,0,UNHAS,
"In 2023, the WFP Aviation Service migrated its booking system from the WFP website to a comprehensive online booking system accessible to all user through the corporate web platform, the United Nations Booking Hub.",0,0,0,UNHAS,
"In addition, flooding during the rainy season (April-September) damages roads and bridges, making many areas inaccessible.",0,0,0,UNHAS,
En utilisant notre plateforme les citoyens pourront organiser des rencontres et des événements de réseautage favorisant ainsi les relations interpersonnelles au sein de la communauté,0,1,0,Synthetic,Offre_evenementielle
Notre approche proactive de la gestion des risques permet à nos clients de se conformer aux exigences légales de prévention et de réduction des menaces potentielles en accord avec les réglementations en vigueur,0,0,1,Synthetic,Mesure_et_gestion_des_risques_au_sens_de_la_sécurité
Grâce à notre solution de gestion communautaire en ligne les résidents peuvent participer activement à la vie locale en proposant des idées et des suggestions pour améliorer leur quartier,0,1,0,Synthetic,Facilitation_d'usage
"Madagascar also continued to perceive the protracted effects of the Covid-19 pandemic and other factors, which resulted in inflation and hikes in food and energy prices.",0,0,0,UNHAS,
"UNHAS continued to improve   operational efficiency through the rehabilitation of damaged airstrips to accommodate fixed-wing aircraft, with higher payload capacity, instead of rotary-wing.",1,0,0,UNHAS,
Une meilleure gestion des déchets et des services de collecte régulière contribueront à maintenir un environnement propre et sain pour les résidents ce qui améliorera leur qualité de vie,0,1,0,Synthetic,Fiabilité_des_infrastructures_urbaines
"The safety assessment process encompasses a thorough examination of certifications, safety records, and identified gaps, thereby providing valuable insights to air operators for enhancing their safety protocols.",0,0,1,UNHAS,
Grâce à nos produits vous pourrez répondre aux exigences légales en matière de lutte contre la corruption et la fraude en garantissant une traçabilité totale de vos opérations,0,0,1,Synthetic,Respect_de_l'éthique_au_sens_légal
En formant nos employés à adopter des comportements responsables en matière de consommation d'eau nous avons réussi à réduire notre consommation globale et à économiser sur nos factures d'eau ce qui a eu un impact direct sur notre retour sur investissement,1,0,0,Synthetic,Optimisation_des_consommations_de_l'eau
Notre solution permettra aux citoyens de trouver plus facilement des commerces qui offrent des articles spécifiques répondant ainsi à leurs besoins individuels,0,1,0,Synthetic,Accès_aux_commerces
Grâce à notre solution les habitants peuvent partager leurs propres idées et projets pour améliorer leur quartier et trouver des partenaires ou des volontaires pour les aider à les concrétiser,0,1,0,Synthetic,Valorisation_des_initiatives_locale
